host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,capacity,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,6,1000,6,180,4.75,4.77,4.7,4.81,4.91,4.92,4.76,f,2.06
within a day,100.00%,20.00%,f,t,Entire condo,Entire home/apt,1,1280,3,1125,4.68,4.79,4.68,4.74,4.74,4.84,4.63,f,0.18
within an hour,100.00%,90.00%,t,t,Entire rental unit,Entire home/apt,4,1130,30,1125,4.58,4.5,4.54,4.85,4.86,4.73,4.61,f,1.17
N/A,N/A,N/A,f,t,Entire loft,Entire home/apt,2,1870,2,1125,4.9,4.89,4.93,4.87,4.94,4.98,4.82,f,2.63
within a day,83.00%,86.00%,f,t,Private room in guest suite,Private room,2,1300,1,365,5,5,5,5,5,5,5,f,0.23
within an hour,100.00%,100.00%,t,f,Entire rental unit,Entire home/apt,3,988,3,1125,4.77,4.83,4.8,4.89,4.88,4.95,4.7,f,1.06
within an hour,100.00%,97.00%,t,t,Entire loft,Entire home/apt,2,1997,3,180,4.98,4.98,4.94,4.98,4.98,4.93,4.94,t,1.2
within a day,83.00%,86.00%,f,t,Private room in guest suite,Private room,2,1300,1,365,4.89,4.96,5,4.96,4.91,4.98,4.87,f,0.52
within an hour,100.00%,89.00%,f,t,Entire rental unit,Entire home/apt,2,775,3,360,4.9,4.98,4.96,4.92,4.97,4.87,4.91,f,0.86
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,1,500,2,1125,4.96,4.92,4.8,5,5,5,4.96,f,2.2
within a few hours,100.00%,94.00%,t,t,Entire condo,Entire home/apt,2,869,5,1125,4.7,4.86,4.84,4.94,4.95,4.75,4.78,f,0.4
within an hour,100.00%,94.00%,t,t,Private room in bed and breakfast,Private room,2,2200,1,90,4.97,4.94,4.97,5,4.97,4.97,4.88,f,0.29
within an hour,67.00%,100.00%,f,t,Private room in rental unit,Private room,2,600,7,1125,4.92,4.96,4.94,4.97,4.92,4.9,4.93,f,2.57
within an hour,100.00%,94.00%,t,t,Room in boutique hotel,Hotel room,2,1800,1,90,4.84,4.79,4.95,4.88,4.91,4.95,4.84,f,0.4
N/A,N/A,100.00%,f,f,Private room in home,Private room,2,1372,2,30,4.8,5,5,5,5,4.6,4.8,f,0.06
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,6,1000,2,59,4.61,4.65,4.71,4.71,4.72,4.9,4.65,f,3.01
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,4,1499,2,1125,4.87,4.93,4.93,4.93,4.98,5,4.95,f,0.65
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,3670,3,1125,4.86,4.85,4.84,4.94,5,4.94,4.79,t,0.94
within a few hours,90.00%,92.00%,f,t,Entire condo,Entire home/apt,4,836,2,365,4.82,4.94,4.98,4.94,4.9,4.65,4.79,f,0.53
within a few hours,100.00%,20.00%,f,t,Entire rental unit,Entire home/apt,2,1180,30,365,4.88,4.5,4.83,4.83,4.67,5,5,f,0.07
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,4,1000,5,1125,4.82,4.91,4.9,4.93,4.98,4.88,4.85,f,0.83
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,4,1955,2,90,4.81,4.85,4.79,4.87,4.93,4.78,4.83,t,2.67
within an hour,99.00%,99.00%,f,t,Room in serviced apartment,Hotel room,4,908,2,1125,4.5,5,5,4.5,5,5,4.75,f,0.08
within an hour,99.00%,99.00%,f,t,Entire serviced apartment,Entire home/apt,2,726,1,1125,4.46,4.61,4.69,4.78,4.51,4.68,4.51,f,0.34
within a day,100.00%,N/A,f,t,Entire condo,Entire home/apt,4,1190,2,90,4.86,4.86,4.86,5,5,4,4.67,f,0.08
within a few hours,100.00%,97.00%,f,t,Entire home,Entire home/apt,2,872,7,1125,4,4,5,5,4,4,5,f,0.01
within an hour,100.00%,90.00%,f,t,Private room in rental unit,Private room,2,960,10,1125,4.8,4.8,4.93,4.93,5,5,4.87,f,0.35
N/A,N/A,0.00%,f,t,Private room in rental unit,Private room,1,508,1,1125,4.5,4,5,5,5,5,5,f,0.03
N/A,N/A,N/A,f,f,Private room in rental unit,Private room,2,3658,1,1125,,,,,,,,f,
within a day,100.00%,0.00%,f,t,Entire rental unit,Entire home/apt,4,800,15,1125,5,5,5,5,5,5,5,f,0.14
N/A,N/A,100.00%,f,t,Entire serviced apartment,Entire home/apt,4,884,3,1125,4.44,4.67,4.67,4.78,5,4,4.22,f,1.24
within an hour,100.00%,100.00%,f,t,Entire bungalow,Entire home/apt,2,793,3,1125,4.76,4.71,4.77,4.78,4.63,4.92,4.71,f,1.48
within an hour,100.00%,93.00%,f,t,Entire rental unit,Entire home/apt,4,2212,20,1125,4.69,4.79,4.91,4.94,4.94,4.88,4.68,f,0.95
within a few hours,100.00%,92.00%,t,t,Private room in rental unit,Private room,2,578,2,15,5,4.93,4.8,4.93,5,5,5,f,2.71
within a day,100.00%,44.00%,f,t,Private room in home,Private room,1,11807,1,1125,5,5,5,5,5,5,5,f,0.17
within a few hours,100.00%,50.00%,f,t,Entire rental unit,Entire home/apt,2,1100,4,1125,5,5,5,5,5,5,5,f,0.28
N/A,N/A,0.00%,f,t,Entire rental unit,Entire home/apt,4,732,3,90,4.85,4.89,4.85,4.9,5,4.71,4.88,f,0.51
within a few hours,100.00%,93.00%,t,t,Private room in home,Private room,2,545,1,1125,4.85,5,4.85,4.92,5,5,4.85,f,0.19
within an hour,100.00%,93.00%,t,t,Entire rental unit,Entire home/apt,3,1452,21,365,4.81,5,4.86,4.9,4.95,4.95,4.86,f,0.21
within an hour,100.00%,47.00%,t,t,Private room in rental unit,Private room,2,450,2,180,4.76,4.89,4.93,4.91,4.92,4.93,4.78,f,0.78
within an hour,100.00%,47.00%,t,t,Private room in rental unit,Private room,2,350,2,1125,4.64,4.75,4.75,4.81,4.76,4.86,4.72,f,1.26
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,1149,2,1125,4.56,4.57,4.7,4.75,4.61,4.96,4.61,t,0.83
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,1927,4,1125,4.64,4.9,4.78,4.77,4.74,4.92,4.7,f,2.1
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,2,908,4,120,4.83,4.85,4.84,4.92,4.94,4.95,4.86,f,1.62
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,1191,2,1125,4.68,4.54,4.78,4.73,4.59,4.85,4.54,t,0.42
a few days or more,0.00%,N/A,f,f,Private room in home,Private room,1,376,1,1125,5,5,5,5,5,5,5,f,0.05
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,1093,2,1125,4.65,4.74,4.91,4.76,4.68,4.88,4.53,t,0.33
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,4,1278,2,1125,4.43,4.43,4.57,4.75,4.44,4.82,4.46,t,0.26
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,1093,2,1125,4.76,4.97,4.93,4.86,4.86,4.93,4.79,t,0.29
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,7,1581,2,1125,4.53,4.67,4.85,4.8,4.6,4.71,4.6,t,0.51
within an hour,100.00%,94.00%,t,t,Room in boutique hotel,Private room,2,1800,1,90,4.85,4.78,4.88,4.85,4.85,4.88,4.8,f,0.37
N/A,N/A,75.00%,f,t,Casa particular,Entire home/apt,2,732,28,1125,5,5,5,5,5,5,4.5,f,0.05
N/A,N/A,100.00%,f,t,Private room in home,Private room,2,549,3,1125,5,5,5,5,5,5,5,t,0.03
within an hour,100.00%,100.00%,t,t,Entire guest suite,Entire home/apt,2,545,1,1125,4.77,4.84,4.8,4.93,4.95,4.95,4.7,f,3.51
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,3,1258,2,1125,4.93,4.97,4.98,4.97,5,4.92,4.86,t,1.39
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,750,7,1125,4.91,4.97,4.94,4.97,4.97,4.91,4.79,f,0.35
within a day,50.00%,40.00%,f,t,Entire serviced apartment,Entire home/apt,4,1705,2,365,1,1,1,1,1,1,1,f,0.33
within a few hours,100.00%,67.00%,f,t,Private room in rental unit,Private room,3,700,1,1125,4.73,4.76,4.27,4.96,4.96,4.96,4.84,f,0.27
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,1866,1,1125,4.92,4.9,4.93,4.95,4.98,4.97,4.87,t,5.58
within a day,100.00%,N/A,f,t,Private room in rental unit,Private room,2,880,3,30,5,5,5,5,5,4,5,f,0.01
N/A,N/A,0.00%,f,t,Private room in home,Private room,2,2952,2,8,,,,,,,,f,
N/A,N/A,0.00%,f,t,Entire rental unit,Entire home/apt,2,817,5,365,4.82,4.87,4.74,4.96,5,4.7,4.96,f,0.21
within an hour,100.00%,50.00%,f,t,Entire rental unit,Entire home/apt,4,1829,4,45,4.77,4.8,4.86,5,4.98,4.96,4.86,f,0.51
within a day,100.00%,13.00%,f,t,Entire rental unit,Entire home/apt,6,1372,2,90,4.59,4.69,4.69,4.88,4.91,4.87,4.6,f,1
within a few hours,100.00%,100.00%,f,t,Entire loft,Entire home/apt,4,635,3,1125,4.88,4.87,4.84,4.85,4.83,4.85,4.85,f,0.78
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1826,4,90,4.93,4.97,4.9,4.98,4.99,4.99,4.93,f,3.29
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,1072,2,1125,4.61,4.83,4.98,4.98,4.73,4.83,4.78,t,0.44
within an hour,100.00%,92.00%,f,t,Private room in rental unit,Private room,2,714,21,1125,4.77,4.77,4.87,4.94,4.88,4.89,4.75,f,1.22
within a few hours,100.00%,93.00%,t,t,Entire rental unit,Entire home/apt,4,1374,2,1125,4.81,4.81,4.84,4.93,4.88,4.99,4.71,f,2.32
N/A,N/A,N/A,f,t,Private room in home,Private room,1,287,30,365,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,6,830,2,365,4.86,4.88,4.94,4.94,5,4.76,4.94,f,0.45
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1850,3,1125,4.93,4.98,4.94,4.95,4.99,4.96,4.93,f,1.59
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,2,800,4,1125,4.89,4.93,4.96,5,5,4.86,4.89,f,0.33
within a day,100.00%,N/A,f,f,Entire rental unit,Entire home/apt,4,1097,2,1125,4.93,4.98,4.89,4.98,5,5,4.91,f,0.48
within an hour,100.00%,88.00%,f,t,Entire rental unit,Entire home/apt,2,799,4,1125,4.89,4.88,4.92,4.97,4.99,4.91,4.89,f,0.72
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,6,1388,2,30,4.62,4.73,4.87,4.84,4.82,4.96,4.86,f,0.45
within a day,100.00%,N/A,f,f,Entire loft,Entire home/apt,3,1434,2,1125,4.92,4.92,5,5,5,5,4.92,f,0.16
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,6,2165,7,1125,,,,,,,,f,
within a day,100.00%,0.00%,f,t,Entire rental unit,Entire home/apt,3,2542,3,30,4.95,4.95,5,4.9,5,4.95,4.95,f,0.23
within a few hours,100.00%,0.00%,f,t,Entire rental unit,Entire home/apt,4,2887,1,360,4.85,4.91,4.83,4.95,5,4.99,4.83,f,1
within an hour,98.00%,94.00%,f,f,Entire loft,Entire home/apt,1,782,2,1125,4.85,4.82,4.97,4.87,4.79,4.95,4.9,t,0.43
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,8,3034,5,1125,4.93,4.9,4.98,4.93,4.96,4.94,4.86,f,1.82
within a few hours,100.00%,60.00%,f,t,Private room in guesthouse,Private room,1,600,2,1125,5,5,5,5,5,5,5,f,0.16
within an hour,100.00%,100.00%,t,t,Entire home,Entire home/apt,2,990,1,1125,4.87,4.92,4.91,4.94,4.92,4.88,4.87,t,3.62
N/A,N/A,75.00%,f,t,Private room in rental unit,Private room,2,450,15,90,,,,,,,,f,
within a day,100.00%,N/A,f,t,Entire rental unit,Entire home/apt,4,1500,89,180,4.75,4.83,4.5,5,5,4.92,4.67,f,0.15
within a day,80.00%,43.00%,f,t,Private room in home,Private room,1,428,6,1125,4.33,4.67,4.67,4.5,4.17,3.83,4.67,f,0.07
N/A,N/A,83.00%,f,t,Private room in rental unit,Private room,1,545,3,1125,4.88,4.88,4.68,4.96,4.92,4.92,4.79,f,0.25
within an hour,100.00%,92.00%,t,t,Entire rental unit,Entire home/apt,5,3128,1,1125,4.79,4.92,4.8,4.92,4.97,4.93,4.72,t,1.12
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,782,3,1125,4.88,5,5,5,5,4.75,4.88,f,1.33
within a day,57.00%,20.00%,f,t,Private room in rental unit,Private room,2,424,1,1125,4.88,4.88,4.76,4.71,4.82,4.94,4.94,f,0.19
a few days or more,0.00%,86.00%,t,t,Private room in home,Private room,1,1000,1,1125,4.96,4.93,4.93,4.97,4.96,4.99,4.93,f,0.76
within a few hours,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,3800,14,180,4.82,4.88,4.88,4.9,4.97,4.93,4.79,f,1.39
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,2,956,2,1125,4.74,4.84,4.91,4.69,4.68,4.94,4.73,t,1.07
within an hour,100.00%,99.00%,f,t,Entire serviced apartment,Entire home/apt,5,1006,3,1125,4.77,4.91,4.81,4.91,4.95,4.7,4.84,f,0.64
within a few hours,100.00%,96.00%,f,t,Entire rental unit,Entire home/apt,6,1055,13,120,4.66,4.71,4.7,4.75,4.85,4.54,4.75,t,0.89
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,1543,1,1125,4.93,4.95,4.96,4.95,4.8,4.92,4.91,t,3.51
within a few hours,100.00%,100.00%,f,t,Private room in rental unit,Private room,2,1100,3,30,4.78,5,4.95,5,4.91,4.95,5,f,0.23
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,3,1199,2,1125,4.72,4.84,4.63,4.94,4.76,4.98,4.76,f,5.3
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,1618,7,120,4.97,4.98,4.95,4.95,4.99,4.89,4.91,f,2.29
N/A,N/A,0.00%,f,f,Private room in rental unit,Private room,2,454,1,90,,,,,,,,f,
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,2,805,4,99,4.7,4.85,4.79,4.96,4.89,4.91,4.81,f,2.2
N/A,N/A,N/A,f,f,Private room in home,Private room,3,4140,1,365,,,,,,,,t,
within an hour,100.00%,77.00%,f,t,Private room in home,Private room,2,3071,1,1125,4.73,4.78,4.79,4.94,4.88,4.97,4.71,t,1.62
within a day,100.00%,0.00%,f,t,Private room in rental unit,Private room,1,563,1,1125,4.95,4.95,4.85,4.99,4.97,4.98,4.95,f,1.14
N/A,N/A,50.00%,f,f,Private room in rental unit,Private room,2,690,2,1125,4.5,4.5,4.5,4.75,4.5,4.75,4.75,f,0.04
within an hour,93.00%,98.00%,f,t,Private room in rental unit,Private room,2,358,1,1125,4.62,4.74,4.55,4.94,4.91,4.91,4.71,f,3.84
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1829,7,1125,4.96,4.99,4.98,4.99,5,4.84,4.93,t,1.37
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,447,3,365,4.64,4.69,4.3,4.96,4.94,4.9,4.51,f,0.8
within an hour,90.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1034,2,1125,4.75,4.86,4.87,4.86,4.88,4.92,4.83,t,3.24
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,2,896,7,1125,4.84,4.88,4.88,4.9,4.92,4.96,4.83,f,1.31
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,1271,3,1125,4.85,4.88,4.82,4.91,4.94,4.82,4.76,f,0.32
within an hour,100.00%,92.00%,f,f,Entire rental unit,Entire home/apt,6,672,3,1125,4.56,4.75,4.54,4.88,4.86,4.61,4.68,f,0.84
a few days or more,0.00%,100.00%,f,f,Private room in bed and breakfast,Private room,2,998,3,15,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1489,1,1125,4.85,4.91,4.91,4.91,4.89,4.83,4.84,t,2.22
within an hour,99.00%,100.00%,t,t,Private room in home,Private room,2,399,1,1125,4.82,4.87,4.72,4.87,4.88,4.97,4.87,f,3.53
within an hour,100.00%,80.00%,f,t,Entire home,Entire home/apt,3,1111,4,1125,4.88,4.92,4.88,5,4.83,4.94,4.89,f,0.65
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,2233,1,1125,4.85,4.9,4.86,4.93,4.94,4.96,4.83,f,3.95
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,3,880,3,1125,4.88,4.92,4.78,4.93,4.94,4.96,4.86,t,0.85
within an hour,99.00%,99.00%,f,t,Entire rental unit,Entire home/apt,2,726,2,1125,4.61,4.88,4.75,4.96,4.88,4.98,4.71,f,0.59
within a day,100.00%,35.00%,f,t,Private room in rental unit,Private room,2,350,2,61,4.92,4.92,4.67,5,5,5,4.92,f,0.12
N/A,N/A,92.00%,f,t,Entire rental unit,Entire home/apt,2,1235,3,1125,4.84,4.93,4.86,4.96,4.98,4.95,4.88,f,0.56
within a day,100.00%,0.00%,f,f,Private room in rental unit,Private room,2,476,2,1125,5,5,5,5,5,5,5,f,0.03
within an hour,100.00%,100.00%,t,t,Private room in condo,Private room,2,817,5,30,5,5,5,5,4.75,4.75,5,f,0.08
within an hour,95.00%,38.00%,f,t,Private room in tiny home,Private room,1,300,1,1125,4.63,4.66,4.59,4.81,4.91,4.84,4.78,f,0.32
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,8,2697,3,1125,4.7,4.79,4.74,4.89,4.87,4.63,4.46,t,0.49
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,1,4798,1,3,4.9,4.96,4.96,4.97,4.97,5,4.93,f,1.13
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,4,2141,2,365,4.9,4.91,5,4.96,5,4.96,4.91,f,0.44
within an hour,100.00%,75.00%,t,t,Entire guest suite,Entire home/apt,1,908,1,1125,4.91,4.97,4.9,4.98,5,4.8,4.84,f,0.69
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,998,3,1125,4.7,4.68,4.7,4.9,4.92,4.9,4.71,f,0.82
N/A,N/A,100.00%,f,t,Private room in home,Private room,2,1250,5,15,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,9077,600,1125,5,5,5,5,5,5,5,f,0.08
within an hour,100.00%,99.00%,f,t,Entire rental unit,Entire home/apt,6,3286,3,1125,4.86,4.81,4.86,4.92,4.89,4.88,4.82,f,1.02
within a few hours,100.00%,71.00%,f,t,Private room in home,Private room,2,750,3,28,5,5,4,5,5,5,5,t,0.02
a few days or more,0.00%,9.00%,f,t,Private room in rental unit,Private room,1,700,1,32,4.83,4.83,4.89,4.89,4.83,4.83,4.78,f,0.18
within a few hours,100.00%,71.00%,f,t,Private room in home,Private room,1,750,1,1125,4.44,4.44,4.44,4.63,4.69,4.63,4.44,t,0.22
within a few hours,100.00%,71.00%,f,t,Private room in home,Private room,1,750,2,1125,5,5,4.67,5,5,5,5,f,0.05
within an hour,99.00%,100.00%,t,t,Private room in home,Private room,2,341,1,60,4.77,4.8,4.66,4.86,4.84,4.96,4.8,t,3.69
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,1,630,1,30,4.88,4.8,4.64,4.96,4.96,5,4.76,f,0.26
within an hour,100.00%,95.00%,t,t,Entire rental unit,Entire home/apt,4,1235,2,1125,4.97,4.96,4.95,5,5,4.9,4.93,f,2.6
within an hour,100.00%,93.00%,f,t,Entire loft,Entire home/apt,4,2010,2,1124,4.73,4.77,4.76,4.95,4.93,4.88,4.72,t,1.79
within a day,90.00%,59.00%,f,t,Entire guesthouse,Entire home/apt,5,1500,7,1125,4.52,4.52,4.58,4.48,4.43,4.59,4.59,f,0.32
a few days or more,0.00%,0.00%,f,t,Entire rental unit,Entire home/apt,2,1100,5,1125,4.89,4.87,4.93,4.91,4.91,4.76,4.85,f,0.57
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,976,3,1125,4.82,4.92,4.83,4.94,4.96,4.81,4.8,f,1.43
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,6,1770,2,30,4.81,4.87,4.89,4.89,4.82,4.96,4.84,f,1.62
within a few hours,100.00%,93.00%,t,t,Private room in home,Private room,1,373,1,1125,5,4.9,4.95,4.97,4.92,4.95,4.95,f,0.41
within a day,100.00%,0.00%,f,t,Private room in rental unit,Private room,2,1200,2,1125,4.9,4.94,4.98,4.99,4.99,4.94,4.91,f,0.82
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,2482,3,30,4.99,4.96,4.95,5,5,4.99,4.91,f,1.46
within a day,100.00%,0.00%,f,t,Entire loft,Entire home/apt,3,530,2,1125,4.72,4.89,4.81,4.87,4.81,4.89,4.69,f,1.01
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,860,1,1125,4.91,4.95,4.9,4.98,4.98,4.84,4.92,f,3.12
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,2,755,4,60,4.68,4.79,4.74,4.89,4.86,4.89,4.72,f,2.24
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,3,800,3,370,4.78,4.85,4.82,4.76,4.83,4.57,4.78,f,0.75
within an hour,100.00%,98.00%,f,t,Private room in rental unit,Private room,1,299,4,1125,4.5,4.7,4.5,4.9,4.8,5,4.6,t,0.41
within an hour,100.00%,99.00%,t,t,Entire serviced apartment,Entire home/apt,8,3476,2,60,4.77,4.85,4.9,4.84,4.76,4.87,4.8,t,1.09
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1364,3,1125,4.85,4.88,4.88,4.89,4.92,4.87,4.86,f,1.33
within a day,100.00%,0.00%,f,t,Entire rental unit,Entire home/apt,4,1700,2,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1036,2,1125,4.86,4.9,4.85,4.92,4.93,4.89,4.86,t,1.4
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,4,1971,2,1125,4.8,4.87,4.93,4.8,4.96,4.98,4.85,f,0.61
within an hour,100.00%,77.00%,t,t,Private room in rental unit,Private room,2,285,4,1125,4.92,4.96,4.79,5,4.96,4.96,4.94,f,0.55
a few days or more,0.00%,0.00%,f,f,Entire loft,Entire home/apt,2,969,1,1125,4.99,4.99,4.97,5,4.99,4.91,4.92,f,0.73
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,4,1168,1,1125,4.33,5,5,5,5,5,5,f,0.31
within a few hours,83.00%,89.00%,f,t,Private room in loft,Private room,1,480,2,180,4.63,4.69,4.57,4.85,4.85,4.87,4.67,f,0.65
N/A,N/A,N/A,f,f,Entire rental unit,Entire home/apt,2,786,1,1125,4.74,4.78,4.84,4.86,4.84,4.74,4.79,t,1.55
within an hour,100.00%,93.00%,t,t,Entire serviced apartment,Entire home/apt,5,3728,2,1125,5,4.93,5,5,5,4.93,4.8,t,2.29
within an hour,100.00%,100.00%,t,t,Private room in bed and breakfast,Private room,2,620,2,1125,4.93,4.95,4.95,4.99,4.98,5,4.95,f,2.15
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,1271,3,1125,4.81,4.86,4.77,4.86,4.77,4.82,4.8,f,0.59
within an hour,97.00%,99.00%,t,f,Entire rental unit,Entire home/apt,2,750,1,365,4.77,4.79,4.77,4.96,4.88,4.91,4.73,t,0.63
within a few hours,100.00%,100.00%,f,f,Private room in home,Private room,6,1829,1,1125,4.73,5,4.82,4.73,4.91,4.55,4.73,f,0.13
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,2,779,4,95,4.73,4.87,4.84,4.95,4.9,4.88,4.75,f,1.24
within an hour,97.00%,99.00%,t,f,Entire rental unit,Entire home/apt,2,750,1,365,4.98,4.9,4.92,4.98,4.94,4.98,4.96,t,0.56
N/A,N/A,100.00%,f,t,Private room in home,Private room,2,545,2,1125,4.93,5,5,5,5,4.85,4.77,f,0.17
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,4,360,180,1125,5,5,5,5,5,4,5,f,0.01
within an hour,98.00%,94.00%,f,f,Entire rental unit,Entire home/apt,5,1940,2,1125,4.74,4.7,4.83,4.91,4.8,4.96,4.67,t,0.53
within an hour,100.00%,68.00%,f,t,Entire rental unit,Entire home/apt,2,726,4,1125,4.55,4.78,4.65,4.95,4.93,4.93,4.58,f,0.92
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,4,5446,365,1125,,,,,,,,f,
within a few hours,100.00%,100.00%,t,t,Entire condo,Entire home/apt,2,772,4,1125,4.84,4.81,4.79,4.96,4.95,4.71,4.83,f,1.26
N/A,N/A,N/A,f,t,Entire home,Entire home/apt,8,1372,90,1000,,,,,,,,f,
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,2,1130,10,1125,4.81,4.81,4.94,4.89,4.87,4.7,4.81,f,0.61
within a day,80.00%,67.00%,f,t,Private room in rental unit,Private room,2,400,5,1124,4.5,5,5,4,4.5,4.5,5,f,0.02
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1011,3,1125,4.83,4.9,4.91,4.96,4.93,4.77,4.8,f,1.77
within a few hours,100.00%,89.00%,t,t,Entire rental unit,Entire home/apt,2,500,7,180,4.67,4.67,4.67,5,5,4.33,4.33,f,0.31
within a day,100.00%,43.00%,f,t,Private room in rental unit,Private room,1,375,2,5,4.73,5,4.91,5,5,4.91,5,f,0.13
N/A,N/A,N/A,f,f,Private room in loft,Private room,1,908,1,10,,,,,,,,f,
within a day,70.00%,91.00%,t,t,Private room in rental unit,Private room,2,800,2,1125,4.93,5,4.79,4.86,4.93,5,4.93,t,1.58
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,3,1200,30,1125,,,,,,,,f,
within a day,71.00%,86.00%,f,t,Entire rental unit,Entire home/apt,6,5247,3,1125,4.85,4.89,4.96,5,4.96,4.85,5,f,0.3
within an hour,100.00%,88.00%,f,t,Entire rental unit,Entire home/apt,2,729,5,1125,4.82,4.86,4.91,4.95,4.95,4.95,4.77,f,0.24
within a day,100.00%,80.00%,f,t,Entire townhouse,Entire home/apt,4,1312,2,1125,4.92,4.91,4.91,4.98,5,5,4.88,f,0.7
within a day,100.00%,73.00%,f,t,Entire rental unit,Entire home/apt,2,950,6,90,4.96,4.88,5,5,5,5,4.81,f,0.27
N/A,N/A,N/A,f,t,Entire loft,Entire home/apt,4,928,2,1125,4.8,4.86,4.89,4.92,4.91,4.91,4.8,t,3.82
within an hour,100.00%,98.00%,t,t,Entire loft,Entire home/apt,8,1809,2,1125,4.9,4.93,4.92,4.99,4.96,4.98,4.88,t,2.75
N/A,N/A,0.00%,f,t,Private room in condo,Private room,1,707,7,1125,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Room in boutique hotel,Private room,2,2600,1,365,4.81,4.86,4.82,4.95,4.86,4.93,4.73,t,0.78
